,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Gross Weight,Net Weight,Is Recyclable?,Min. Person Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_994,"Single Male with two children, education: high school degree working as manual",B14on_WA,"Fruit from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Ready Food']",Sales Days,Supermarket,6.75 M,2.0925 M,21.3678,18.3153,no,30K+,3690.71,2267.16,853.22,568.75,327.9733
mc_ID_995,"Single Male with two children, education: high school degree working as skilled manual",H11go_ZA,"Paper Products from Household department, Ordered Brand : High Quality","['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Price Destroyers,Deluxe,13.28 M,5.4448 M,,,no,30K+,2841.35,2038.11,481.98,321.26,777.2826
mc_ID_996,"Married Female with three children, education: partial college working as professional",S04ne_WA,"Fruit from Produce department, Ordered Brand : Tri-State",[],Wallet Savers,Supermarket,8.85 M,2.655 M,22.0946,19.0421,no,30K+,2811.99,2049.72,457.36,304.91,418.1385
mc_ID_997,"Married Male with three children, education: high school degree working as skilled manual",B14on_WA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Ready Food', 'Bar For Salad']",Full Free,Supermarket,2.67 M,0.8811 M,21.0771,18.1699,no,30K+,3685.78,2265.08,853.22,568.75,736.907
mc_ID_998,"Married Male with No children, education: bachelors degree working as management",V19ia_BC,"Fruit from Produce department, Ordered Brand : Tell Tale","['Coffee Bar', 'Florist']",,Mid-Size,5.7 M,2.622 M,,27.3275,yes,70K+,3203.12,2551.4,,259.66,275.9871
mc_ID_999,"Single Male with one child, education: high school degree working as manual",S03le_WA,"Meat from Frozen Foods department, Ordered Brand : Carrington",['Coffee Bar'],Promo Big,,2.79 M,0.8649 M,14.4196,,yes,30K+,1972.36,1233.59,440.92,293.95,647.8924
mc_ID_1000,"Married Male with two children, education: high school degree working as manual",S01em_OR,"Kitchen Products from Household department, Ordered Brand : High Quality","['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Roller Savings (High) ,Deluxe,5.12 M,2.2016 M,19.6235,16.7163,yes,30K+,2572.86,1735.27,505.07,,440.1568
mc_ID_1001,"Single Female with five children, education: partial college working as manual",M10da_YU,"Side Dishes from Deli department, Ordered Brand : American","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist', 'Video Store']",Big Time Saving,Deluxe,3.56 M,1.7088 M,28.9265,25.874,no,30K+,2859.89,1873.41,,,676.6574
mc_ID_1002,"Single Male with No children, education: partial high school working as skilled manual",B14on_WA,"Pizza from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Ready Food']",Price Destroyers,Supermarket,1.14 M,0.5358 M,24.5657,21.5132,yes,10K+,3692.35,,853.22,568.75,304.7521
mc_ID_1003,"Single Female with two children, education: high school degree working as manual",B14on_WA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Bar For Salad', 'Ready Food']",Super Duper Savers,,2.04 M,0.9384 M,14.1144,,yes,30K+,3687.88,2265.9,853.22,568.75,677.285
mc_ID_1004,"Single Male with three children, education: bachelors degree working as professional",B06ls_CA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",Sale : Double Down,Gourmet,1.74 M,0.7482 M,17.7338,16.1349,yes,50K+,2200.69,1427.42,465.54,311.54,292.6708
mc_ID_1005,"Single Female with two children, education: high school degree working as manual",P07nd_OR,"Frozen Entrees from Frozen Foods department, Ordered Brand : Golden",[],You Save Days,Supermarket,2.36 M,1.1328 M,26.6008,23.5482,yes,30K+,1883.63,1508,227.8,150.44,565.9906
mc_ID_1006,"Married Male with two children, education: high school degree working as skilled manual",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Ready Food', 'Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad']",Money Savers,Deluxe,1.65 M,0.5445 M,27.0368,24.1296,yes,30K+,2859.06,1871.16,593.93,395.95,343.611
mc_ID_1007,"Married Female with two children, education: partial high school working as manual",P07nd_OR,"Starchy Foods from Starchy Foods department, Ordered Brand : Discover",[],Shelf Clearing Days,Supermarket,5.46 M,2.73 M,21.0771,19.6235,yes,10K+,1887.7,,227.8,151.9,399.6243
mc_ID_1008,"Married Male with five children, education: bachelors degree working as management",T02ma_WA,"Pain Relievers from Health and Hygiene department, Ordered Brand : Hilltop","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Dollar Days,Deluxe,9.88 M,4.5448 M,9.303,6.3958,yes,50K+,3145.51,2055.29,654.13,436.09,725.9763
mc_ID_1009,"Married Male with three children, education: high school degree working as professional",S01em_OR,"Paper Products from Household department, Ordered Brand : Sunset","['Ready Food', 'Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad']",Bag Stuffer,Deluxe,7.0 M,2.8 M,19.1874,16.1349,yes,130K+,2575.34,1731.99,503.07,335.38,662.2226
mc_ID_1010,"Married Female with three children, education: high school degree working as manual",H11go_ZA,"Vegetables from Produce department, Ordered Brand : Tri-State","['Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Two for One,Deluxe,2.22 M,0.888 M,22.0946,20.4957,yes,50K+,2841.35,2038.11,481.98,,358.9349
mc_ID_1011,"Single Male with three children, education: bachelors degree working as management",O09ba_VE,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Bar For Salad', 'Ready Food']",Save Price,Supermarket,7.95 M,2.703 M,31.6883,30.0894,yes,50K+,3232.19,2448.37,470.27,313.55,406.4756
mc_ID_1012,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",[],Savings Galore,Supermarket,2.28 M,0.7296 M,31.543,28.6358,yes,130K+,2811.99,2051.65,457.36,304.91,714.2611
mc_ID_1013,"Single Male with one child, education: partial high school working as skilled manual",G16ra_JA,"Vegetables from Frozen Foods department, Ordered Brand : Imagine",['Coffee Bar'],Budget Bargains,Small Grocery,3.68 M,1.5088 M,14.2307,12.7625,yes,10K+,2285.97,1394.66,,355.07,386.6016
mc_ID_1014,"Single Male with two children, education: partial high school working as skilled manual",C15ho_ZA,"Dairy from Dairy department, Ordered Brand : Booker","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Saving Days,Gourmet,6.44 M,2.5116 M,31.543,28.6358,no,30K+,2205.58,1565.04,,256.97,474.0995
mc_ID_1015,"Single Female with No children, education: partial college working as management",S03le_WA,"Meat from Deli department, Ordered Brand : Red Spade",['Coffee Bar'],Big Time Saving,Supermarket,5.07 M,1.6731 M,26.31,24.8564,no,30K+,1967.69,1236.07,442.92,295.38,710.234
mc_ID_1016,"Married Male with three children, education: bachelors degree working as management",M10da_YU,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Bar For Salad', 'Florist', 'Video Store', 'Ready Food', 'Coffee Bar']",Three for One,Deluxe,1.12 M,0.3584 M,12.8788,9.9571,yes,50K+,2865.5,,595.93,395.95,688.3726
mc_ID_1017,"Married Female with three children, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : High Top",[],Super Savers,,5.74 M,1.9516 M,,,yes,70K+,2811.99,2049.72,457.36,304.11,339.8977
mc_ID_1018,"Married Female with three children, education: bachelors degree working as professional",T02ma_WA,"Candy from Snacks department, Ordered Brand : Gulf Coast","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Full Free,Deluxe,8.43 M,3.2877 M,10.335,8.8815,yes,50K+,3147.83,2055.29,654.13,,288.5914
mc_ID_1019,"Single Female with three children, education: partial high school working as manual",A17co_GU,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Special",[],,Supermarket,10.41 M,3.5394 M,,9.5356,no,10K+,2191.86,,343.05,227.33,288.8006
mc_ID_1020,"Married Female with one child, education: partial college working as skilled manual",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],Big Time Discounts,Supermarket,1.68 M,0.5208 M,16.2802,14.6813,no,30K+,1887.7,1508,,151.11,574.9339
mc_ID_1021,"Married Male with one child, education: bachelors degree working as management",A17co_GU,"Vegetables from Produce department, Ordered Brand : Tri-State",[],Two Day Sale,,14.56 M,6.6976 M,17.4431,,yes,90K+,2191.86,1623.48,,227.33,383.2021
mc_ID_1022,"Married Female with four children, education: high school degree working as skilled manual",S03le_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale",['Coffee Bar'],Savings Galore,Supermarket,5.44 M,1.9584 M,19.6235,16.7163,no,30K+,1969.96,1236.07,440.92,293.36,724.5119
mc_ID_1023,"Married Female with one child, education: graduate degree working as management",S03le_WA,"Eggs from Eggs department, Ordered Brand : Giant",['Coffee Bar'],Best Savings,Supermarket,2.66 M,0.8512 M,15.8442,14.376,yes,110K+,1970.94,,440.92,,596.2723
mc_ID_1024,"Single Male with four children, education: bachelors degree working as management",S01em_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food', 'Florist']",Bag Stuffer,Deluxe,9.99 M,4.5954 M,18.3153,16.8617,yes,110K+,2577.48,1736.77,503.07,335.38,662.2226
mc_ID_1025,"Single Male with four children, education: partial college working as manual",G16ra_JA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Coffee Bar'],Sale : Double Down,Small Grocery,0.96 M,0.4032 M,9.5792,6.672,yes,30K+,2285.19,1394.66,534.29,356.19,602.3914
mc_ID_1026,"Single Female with three children, education: high school degree working as skilled manual",V19ia_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Coffee Bar', 'Florist']",Green Light Special,Mid-Size,4.72 M,1.5576 M,14.0999,12.6317,yes,10K+,3196.64,2551.4,389.54,259.66,769.6991
mc_ID_1027,"Single Male with one child, education: bachelors degree working as professional",S01em_OR,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure","['Video Store', 'Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Save Price,Deluxe,4.4 M,1.628 M,17.1524,14.2452,yes,50K+,2573.39,1734.5,503.07,335.38,419.9167
mc_ID_1028,"Married Female with four children, education: bachelors degree working as professional",S04ne_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine",[],Budget Bargains,Supermarket,1.89 M,0.6993 M,27.7636,23.4028,no,70K+,,,457.36,,708.665
mc_ID_1029,"Single Male with two children, education: high school degree working as manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Two Day Sale,,4.08 M,1.7544 M,26.7461,,no,30K+,2200.69,1424.85,465.54,,588.4796
mc_ID_1030,"Married Male with two children, education: high school degree working as skilled manual",L05es_CA,"Pure Juice Beverages from Beverages department, Ordered Brand : Skinner",['Florist'],,,6.42 M,2.1828 M,,,yes,30K+,2188.86,1320.15,523.32,348.85,427.7617
mc_ID_1031,"Married Male with three children, education: partial college working as professional",M12ty_DF,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",[],Coupon Spectacular,Mid-Size,6.93 M,2.3562 M,10.7275,6.3667,no,30K+,3388.23,2085.8,,522.99,658.0909
mc_ID_1032,"Married Female with four children, education: high school degree working as skilled manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : High Top",[],One Day Sale,Supermarket,8.85 M,4.3365 M,27.1822,,no,30K+,2816.74,2049.72,457.36,304.91,486.7561
mc_ID_1033,"Single Female with three children, education: partial high school working as manual",S01em_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Big Time Discounts,Deluxe,4.9 M,1.617 M,17.4431,13.0823,yes,50K+,2569.3,1734.5,503.07,334.01,583.1973
mc_ID_1034,"Married Male with four children, education: high school degree working as skilled manual",B14on_WA,"Pure Juice Beverages from Beverages department, Ordered Brand : Token","['Bar For Salad', 'Ready Food']",Price Destroyers,Supermarket,1.66 M,0.7304 M,29.944,27.0368,no,30K+,3687.88,2264.04,853.22,568.75,601.7115
mc_ID_1035,"Married Male with two children, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",[],Super Savers,Supermarket,5.98 M,2.7508 M,18.0246,14.972,yes,70K+,2808.14,2049.3,459.36,304.96,339.8977
mc_ID_1036,"Single Female with four children, education: partial high school working as skilled manual",P07nd_OR,"Decongestants from Health and Hygiene department, Ordered Brand : Consolidated",[],Full Free,Supermarket,5.34 M,2.5632 M,18.606,15.6988,yes,10K+,1891.07,1508,227.8,151.43,272.2738
mc_ID_1037,"Single Male with five children, education: high school degree working as manual",P07nd_OR,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",[],Save Price,Supermarket,6.87 M,2.6106 M,28.6358,25.7286,yes,30K+,1887.7,1508,227.8,151.9,325.6721
mc_ID_1038,"Married Female with No children, education: bachelors degree working as professional",B06ls_CA,"Kitchen Products from Household department, Ordered Brand : Denny","['Video Store', 'Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Fantastic Discounts,Gourmet,1.1 M,0.352 M,31.2522,28.3451,no,50K+,2200.69,1424.7,,310.3,718.9158
mc_ID_1039,"Married Female with two children, education: high school degree working as professional",V13er_BC,"Bread from Baked Goods department, Ordered Brand : Great","['Video Store', 'Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Sale : Double Down,Deluxe,13.08 M,4.9704 M,25.2925,,yes,110K+,2145.28,1525.28,373.1,247.17,746.3733
mc_ID_1040,"Married Male with No children, education: partial high school working as skilled manual",H11go_ZA,"Dairy from Dairy department, Ordered Brand : Even Better","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Big Time Discounts,Deluxe,4.6 M,1.932 M,31.543,28.6358,no,10K+,2841.35,2038.11,481.98,321.39,328.1302
mc_ID_1041,"Single Male with No children, education: bachelors degree working as management",V13er_BC,"Hot Beverages from Beverages department, Ordered Brand : Landslide","['Ready Food', 'Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad']",Sale : Double Down,Deluxe,4.26 M,1.5762 M,21.6585,18.606,no,50K+,,1526.41,373.1,248.79,278.2883
mc_ID_1042,"Single Female with No children, education: high school degree working as skilled manual",S01em_OR,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous","['Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store', 'Ready Food']",Save Price,,9.12 M,3.9216 M,17.8792,,no,30K+,2574.46,1734.5,505.07,336.09,419.9167
mc_ID_1043,"Married Male with two children, education: bachelors degree working as management",O09ba_VE,"Dairy from Dairy department, Ordered Brand : Even Better","['Ready Food', 'Bar For Salad']",Save Price,Supermarket,2.43 M,0.7776 M,9.2012,6.2795,yes,50K+,3229.91,2449.59,470.27,,406.4756
mc_ID_1044,"Single Male with three children, education: partial high school working as manual",T02ma_WA,"Fruit from Produce department, Ordered Brand : Ebony","['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Discount Frenzy,,9.8 M,4.802 M,11.7886,,no,10K+,3145.51,2055.29,,436.09,779.6884
mc_ID_1045,"Single Female with one child, education: partial high school working as manual",B06ls_CA,"Meat from Deli department, Ordered Brand : American","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Two Day Sale,,9.51 M,3.5187 M,21.5132,,no,10K+,2200.69,1422.52,465.54,,663.5824
mc_ID_1046,"Single Male with four children, education: partial college working as skilled manual",O09ba_VE,"Decongestants from Health and Hygiene department, Ordered Brand : Hilltop","['Bar For Salad', 'Ready Food']",Price Slashers,Supermarket,3.36 M,1.2432 M,31.2522,26.8915,yes,30K+,3228.98,2448.37,470.27,313.55,402.7623
