,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_882,"Single Male with three children, education: partial high school working as skilled manual",B14on_WA,"Vegetables from Frozen Foods department, Ordered Brand : Big Time","['Bar For Salad', 'Ready Food']",Super Duper Savers,Supermarket,8.16 Millions,3.1824 Millions,20.641,17.5885,"{'Gross Weight': 20.641, 'Net Weight': 17.5885, 'Package Weight': 3.0525}",yes,10K+,3686.2,2265.9,853.22,568.75,677.285
mc_ID_883,"Single Female with two children, education: graduate degree working as professional",M10da_YU,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson","['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",,Deluxe,2.28 Millions,0.9348 Millions,,14.6813,"{'Gross Weight': 16.1349, 'Net Weight': 14.6813, 'Package Weight': 1.4536}",no,90K+,2861.13,1871.16,593.93,395.95,402.0824
mc_ID_884,"Single Male with one child, education: partial high school working as manual",L05es_CA,"Kitchen Products from Household department, Ordered Brand : Denny",['Florist'],Two for One,Supermarket,6.84 Millions,3.2148 Millions,14.6813,11.7741,"{'Gross Weight': 14.6813, 'Net Weight': 11.7741, 'Package Weight': 2.9072}",no,10K+,2192.32,1318.82,523.32,346.97,360.7131
mc_ID_885,"Single Female with five children, education: partial high school working as skilled manual",S01em_OR,"Cold Remedies from Health and Hygiene department, Ordered Brand : Hilltop","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",Sale : Double Down,Deluxe,1.46 Millions,0.6716 Millions,18.7513,14.376,"{'Gross Weight': 18.7513, 'Net Weight': 14.376, 'Package Weight': 4.3753}",yes,10K+,,1734.5,503.07,336.32,265.6317
mc_ID_886,"Married Female with two children, education: partial high school working as professional",T02ma_WA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Promo Big,,4.92 Millions,1.5744 Millions,9.8263,,"{'Gross Weight': 9.8263, 'Net Weight': 5.4655, 'Package Weight': 4.3608}",yes,110K+,3145.51,2055.29,,437.04,267.3576
mc_ID_887,"Single Female with two children, education: partial high school working as skilled manual",M10da_YU,"Vegetables from Produce department, Ordered Brand : Ebony","['Video Store', 'Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",,Deluxe,8.49 Millions,3.9903 Millions,29.0719,26.1647,"{'Gross Weight': 29.0719, 'Net Weight': 26.1647, 'Package Weight': 2.9072}",yes,30K+,2861.13,,593.93,397.64,360.3993
mc_ID_888,"Married Female with four children, education: high school degree working as manual",S03le_WA,"Side Dishes from Deli department, Ordered Brand : Cutting Edge",['Coffee Bar'],Super Duper Savers,Supermarket,11.4 Millions,3.648 Millions,14.0417,9.6664,"{'Gross Weight': 14.0417, 'Net Weight': 9.6664, 'Package Weight': 4.3753}",no,30K+,1970.94,1234.37,440.92,293.95,418.4
mc_ID_889,"Married Female with four children, education: partial high school working as skilled manual",T02ma_WA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",,,8.61 Millions,3.0996 Millions,,12.0648,"{'Gross Weight': 14.972, 'Net Weight': 12.0648, 'Package Weight': 2.9072}",yes,10K+,3145.51,2055.29,654.13,437.8,364.2695
mc_ID_890,"Single Male with one child, education: bachelors degree working as management",B14on_WA,"Plastic Products from Household department, Ordered Brand : Sunset","['Bar For Salad', 'Ready Food']",Green Light Special,Supermarket,7.77 Millions,3.2634 Millions,27.6183,24.7111,"{'Gross Weight': 27.6183, 'Net Weight': 24.7111, 'Package Weight': 2.9072}",no,50K+,3687.88,2265.9,853.22,568.75,643.3946
mc_ID_891,"Single Female with two children, education: partial high school working as skilled manual",O09ba_VE,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Ready Food', 'Bar For Salad']",Three for One,Supermarket,7.52 Millions,2.256 Millions,18.8967,14.5359,"{'Gross Weight': 18.8967, 'Net Weight': 14.5359, 'Package Weight': 4.3608}",yes,10K+,3234.49,2448.37,,313.55,656.2604
mc_ID_892,"Married Male with one child, education: high school degree working as manual",M12ty_DF,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",[],Full Free,,8.88 Millions,4.2624 Millions,10.1461,,"{'Gross Weight': 10.1461, 'Net Weight': 8.6925, 'Package Weight': 1.4536}",no,30K+,3391.8,2088.55,783.64,522.49,778.5901
mc_ID_893,"Single Female with two children, education: bachelors degree working as management",P07nd_OR,"Vegetables from Frozen Foods department, Ordered Brand : Imagine",[],Weekend Discount,Supermarket,5.16 Millions,1.7028 Millions,13.6492,10.7421,"{'Gross Weight': 13.6492, 'Net Weight': 10.7421, 'Package Weight': 2.9072}",yes,70K+,1892.55,1508,,151.9,735.1811
mc_ID_894,"Married Female with three children, education: graduate degree working as management",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Carlson",[],Go For It,,15.88 Millions,4.9228 Millions,15.6988,14.2452,"{'Gross Weight': 15.6988, 'Net Weight': 14.2452, 'Package Weight': 1.4536}",no,130K+,2809.72,2049.72,457.36,304.91,525.8765
mc_ID_895,"Single Male with three children, education: bachelors degree working as professional",S03le_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",['Coffee Bar'],Discount Frenzy,Supermarket,4.62 Millions,1.9404 Millions,21.0771,19.6235,"{'Gross Weight': 21.0771, 'Net Weight': 19.6235, 'Package Weight': 1.4536}",yes,50K+,1971.49,1236.07,440.92,293.95,760.4943
mc_ID_896,"Married Male with two children, education: bachelors degree working as management",B14on_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson","['Bar For Salad', 'Ready Food']",Go For It,Supermarket,2.49 Millions,0.8964 Millions,15.2627,10.9019,"{'Gross Weight': 15.2627, 'Net Weight': 10.9019, 'Package Weight': 4.3608}",no,70K+,3684.38,2265.9,853.22,568.75,553.0202
mc_ID_897,"Single Female with two children, education: bachelors degree working as management",B06ls_CA,"Bread from Baked Goods department, Ordered Brand : Fantastic","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store', 'Florist']",Two Day Sale,,4.66 Millions,1.4446 Millions,29.7987,26.8915,"{'Gross Weight': 29.7987, 'Net Weight': 26.8915, 'Package Weight': 2.9072}",no,70K+,2197.48,1425.76,465.54,310.3,588.4796
mc_ID_898,"Married Male with three children, education: bachelors degree working as professional",T02ma_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Discount Frenzy,Deluxe,5.74 Millions,1.9516 Millions,19.9142,16.8617,"{'Gross Weight': 19.9142, 'Net Weight': 16.8617, 'Package Weight': 3.0525}",yes,110K+,3145.51,2055.29,654.13,436.09,779.6884
mc_ID_899,"Married Male with five children, education: high school degree working as manual",P07nd_OR,"Vegetables from Canned Foods department, Ordered Brand : Better",[],Saving Days,Supermarket,1.2 Millions,0.432 Millions,12.5009,11.0473,"{'Gross Weight': 12.5009, 'Net Weight': 11.0473, 'Package Weight': 1.4536}",no,30K+,1887.7,1508,227.8,153.8,619.0228
mc_ID_900,"Married Female with four children, education: bachelors degree working as professional",B08am_WA,"Dairy from Dairy department, Ordered Brand : Booker",['Coffee Bar'],Full Free,Small Grocery,4.32 Millions,1.9872 Millions,11.9921,7.6314,"{'Gross Weight': 11.9921, 'Net Weight': 7.6314, 'Package Weight': 4.3608}",no,50K+,2620.42,2069.04,330.83,220.55,637.014
mc_ID_901,"Married Female with four children, education: high school degree working as manual",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Florist', 'Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad']",Sale : Double Down,Deluxe,5.52 Millions,1.7664 Millions,15.9895,11.6287,"{'Gross Weight': 15.9895, 'Net Weight': 11.6287, 'Package Weight': 4.3608}",yes,30K+,2147.17,1526.02,373.1,248.79,278.2883
mc_ID_902,"Married Male with one child, education: bachelors degree working as professional",S03le_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",['Coffee Bar'],,,6.69 Millions,2.4753 Millions,30.9615,,"{'Gross Weight': 30.9615, 'Net Weight': 29.3626, 'Package Weight': 1.599}",yes,70K+,1975,1236.07,440.92,295.15,710.234
mc_ID_903,"Married Male with four children, education: high school degree working as manual",O09ba_VE,"Dairy from Dairy department, Ordered Brand : Carlson","['Ready Food', 'Bar For Salad']",Wallet Savers,Supermarket,4.52 Millions,1.9436 Millions,20.4957,17.5885,"{'Gross Weight': 20.4957, 'Net Weight': 17.5885, 'Package Weight': 2.9072}",yes,30K+,3232.19,2448.25,470.27,315.08,324.8876
mc_ID_904,"Married Female with three children, education: high school degree working as skilled manual",S01em_OR,"Electrical from Household department, Ordered Brand : High Quality","['Ready Food', 'Coffee Bar', 'Florist', 'Video Store', 'Bar For Salad']",Tip Top Savings,,2.74 Millions,1.1234 Millions,14.6813,10.3205,"{'Gross Weight': 14.6813, 'Net Weight': 10.3205, 'Package Weight': 4.3608}",yes,30K+,2572.86,1734.5,503.07,334.62,287.127
mc_ID_905,"Single Female with three children, education: partial college working as skilled manual",P07nd_OR,"Dairy from Dairy department, Ordered Brand : Carlson",[],,Supermarket,2.64 Millions,0.8448 Millions,,27.3275,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",yes,30K+,1886.3,1508.6,227.8,151.63,733.1937
mc_ID_906,"Married Male with two children, education: partial high school working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",,Deluxe,7.88 Millions,3.3884 Millions,11.8759,7.5151,"{'Gross Weight': 11.8759, 'Net Weight': 7.5151, 'Package Weight': 4.3608}",no,10K+,2569.58,1736.82,503.07,,662.2226
mc_ID_907,"Single Male with one child, education: bachelors degree working as professional",S01em_OR,"Fruit from Canned Products department, Ordered Brand : Toucan","['Bar For Salad', 'Video Store', 'Florist', 'Ready Food', 'Coffee Bar']",Lottery Cash Registerion,Deluxe,4.14 Millions,1.7802 Millions,24.4204,22.8214,"{'Gross Weight': 24.4204, 'Net Weight': 22.8214, 'Package Weight': 1.599}",no,90K+,,1733.81,503.07,335.38,290.7357
mc_ID_908,"Single Female with three children, education: partial high school working as skilled manual",O09ba_VE,"Drinks from Beverages department, Ordered Brand : Fabulous","['Ready Food', 'Bar For Salad']",,Supermarket,11.36 Millions,5.68 Millions,,18.1699,"{'Gross Weight': 21.0771, 'Net Weight': 18.1699, 'Package Weight': 2.9072}",no,10K+,3229.73,2446.28,470.27,315.24,363.6942
mc_ID_909,"Single Male with five children, education: high school degree working as skilled manual",P07nd_OR,"Seafood from Seafood department, Ordered Brand : Kiwi",[],Money Savers,,6.75 Millions,2.43 Millions,26.7461,,"{'Gross Weight': 26.7461, 'Net Weight': 23.6936, 'Package Weight': 3.0525}",yes,30K+,1887.7,1508,227.8,151.9,277.2423
mc_ID_910,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",[],,Supermarket,10.65 Millions,3.3015 Millions,,24.1296,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",yes,50K+,2815.85,2049.72,457.36,304.91,527.7593
mc_ID_911,"Single Female with four children, education: partial high school working as skilled manual",T02ma_WA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",,Deluxe,1.71 Millions,0.5301 Millions,14.347,9.9716,"{'Gross Weight': 14.347, 'Net Weight': 9.9716, 'Package Weight': 4.3753}",yes,10K+,3144.26,2055.29,654.13,434.9,745.6934
mc_ID_912,"Single Female with three children, education: partial high school working as skilled manual",A17co_GU,"Specialty from Produce department, Ordered Brand : Tell Tale",[],Shelf Clearing Days,Supermarket,4.89 Millions,1.956 Millions,22.676,19.7689,"{'Gross Weight': 22.676, 'Net Weight': 19.7689, 'Package Weight': 2.9072}",yes,10K+,2194.88,1623.48,341.05,226.52,288.8006
mc_ID_913,"Married Female with five children, education: bachelors degree working as management",L05es_CA,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",['Florist'],Saving Days,Supermarket,10.84 Millions,5.3116 Millions,31.6883,28.6358,"{'Gross Weight': 31.6883, 'Net Weight': 28.6358, 'Package Weight': 3.0525}",yes,70K+,2192.32,1320.15,523.32,348.85,435.4498
mc_ID_914,"Married Female with four children, education: bachelors degree working as professional",T02ma_WA,"Hygiene from Health and Hygiene department, Ordered Brand : Bird Call","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Full Free,Deluxe,7.0 Millions,2.8 Millions,24.7111,23.2575,"{'Gross Weight': 24.7111, 'Net Weight': 23.2575, 'Package Weight': 1.4536}",no,30K+,3145.02,2055.29,654.13,436.09,570.3838
mc_ID_915,"Married Female with five children, education: partial college working as clerical",P07nd_OR,"Hardware from Household department, Ordered Brand : Red Wing",[],Weekend Discount,Supermarket,10.56 Millions,3.3792 Millions,30.9615,27.909,"{'Gross Weight': 30.9615, 'Net Weight': 27.909, 'Package Weight': 3.0525}",yes,30K+,1891.44,1507.74,227.8,152.49,735.1811
mc_ID_916,"Married Female with one child, education: graduate degree working as professional",P07nd_OR,"Vegetables from Produce department, Ordered Brand : High Top",[],Money Savers,Supermarket,7.36 Millions,3.2384 Millions,13.155,8.7942,"{'Gross Weight': 13.155, 'Net Weight': 8.7942, 'Package Weight': 4.3608}",no,70K+,1883.41,1508,227.8,151.9,277.2423
mc_ID_917,"Single Male with one child, education: bachelors degree working as management",G16ra_JA,"Canned Soup from Canned Foods department, Ordered Brand : Just Right",['Coffee Bar'],Best Savings,Small Grocery,1.22 Millions,0.5978 Millions,17.8792,16.4256,"{'Gross Weight': 17.8792, 'Net Weight': 16.4256, 'Package Weight': 1.4536}",yes,50K+,2285.14,1394.66,534.29,356.65,765.2536
mc_ID_918,"Married Female with two children, education: graduate degree working as professional",P07nd_OR,"Bread from Baked Goods department, Ordered Brand : Colony",[],Best Price Savers,Supermarket,4.62 Millions,1.5708 Millions,10.9746,8.0674,"{'Gross Weight': 10.9746, 'Net Weight': 8.0674, 'Package Weight': 2.9072}",no,70K+,1889.99,1508,229.8,151.9,650.4028
mc_ID_919,"Single Female with one child, education: high school degree working as skilled manual",C15ho_ZA,"Meat from Deli department, Ordered Brand : American","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Shelf Emptiers,Gourmet,11.88 Millions,5.94 Millions,17.8792,14.972,"{'Gross Weight': 17.8792, 'Net Weight': 14.972, 'Package Weight': 2.9072}",yes,30K+,2207.28,1564.86,387.45,256.98,773.0986
mc_ID_920,"Single Male with one child, education: high school degree working as manual",V13er_BC,"Dairy from Dairy department, Ordered Brand : Club","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store']",Super Duper Savers,Deluxe,7.71 Millions,3.0069 Millions,25.874,22.8214,"{'Gross Weight': 25.874, 'Net Weight': 22.8214, 'Package Weight': 3.0525}",yes,30K+,2144.09,1522.44,375.1,248.79,266.73
mc_ID_921,"Married Female with three children, education: partial high school working as manual",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",,Deluxe,4.62 Millions,1.386 Millions,12.2683,7.893,"{'Gross Weight': 12.2683, 'Net Weight': 7.893, 'Package Weight': 4.3753}",no,10K+,3148.6,2053.44,654.13,436.09,725.9763
mc_ID_922,"Single Female with four children, education: bachelors degree working as management",S01em_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : Super","['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Roller Savings (High) ,,6.24 Millions,2.3712 Millions,13.6638,12.1956,"{'Gross Weight': 13.6638, 'Net Weight': 12.1956, 'Package Weight': 1.4681}",yes,50K+,2574.66,1734.5,503.07,335.38,440.1568
mc_ID_923,"Married Male with four children, education: partial college working as manual",S18co_CA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",['Coffee Bar'],Super Savers,Small Grocery,4.44 Millions,1.4652 Millions,17.007,12.6317,"{'Gross Weight': 17.007, 'Net Weight': 12.6317, 'Package Weight': 4.3753}",yes,30K+,2088.27,1423.37,398.93,267.03,651.4488
mc_ID_924,"Married Female with one child, education: high school degree working as skilled manual",T02ma_WA,"Carbonated Beverages from Beverages department, Ordered Brand : Excellent","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Save It (Sale),Deluxe,2.62 Millions,1.0742 Millions,10.5822,7.675,"{'Gross Weight': 10.5822, 'Net Weight': 7.675, 'Package Weight': 2.9072}",yes,30K+,3140.78,2055.29,654.13,435.4,728.9051
mc_ID_925,"Single Male with No children, education: high school degree working as manual",H11go_ZA,"Hot Beverages from Beverages department, Ordered Brand : Plato","['Ready Food', 'Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad']",,Deluxe,1.77 Millions,0.885 Millions,,23.5482,"{'Gross Weight': 25.1472, 'Net Weight': 23.5482, 'Package Weight': 1.599}",no,30K+,2838.5,2038.11,481.98,321.26,416.2557
